0.10	563.2
0.20	624.1
0.30	671.4
0.40	711.2
0.50	746.9
0.55	764.0
0.60	809.7
0.65	875.3
0.70	920.8
0.75	958.1
0.80	989.1
0.85	1014.6
0.90	1035.0
0.91	1038.5
0.92	1041.7
0.93	1044.8
0.94	1047.7
0.95	1050.4
0.96	1052.9
0.97	1055.3
0.98	1057.4
0.99	1059.4
1.00	1061.2
1.01	1062.9
1.02	1064.4
1.03	1065.8
1.10	1071.4
1.11	1071.8
1.12	1072.0
1.13	1072.2
1.14	1072.2
1.15	1072.2
1.20	1071.2
1.50	1053.3
2.00	1017.7
2.50	986.6
3.00	960.4
