Time	FlowRate	DP	係数
3.215	0.0479125	0.240817764	1.110358655
3.22	0.04804375	0.235839773	1.125089532
3.225	0.04811875	0.242710555	1.110781697
3.23	0.0481125	0.250444097	1.093355097
3.235	0.048125	0.244903649	1.105940658
3.24	0.0481875	0.232343735	1.13691402
3.245	0.04834375	0.235628485	1.132622408
3.25	0.04853125	0.250292478	1.103205169
3.255	0.048625	0.248219701	1.109941782
3.26	0.0487125	0.240016629	1.130780895
3.265	0.04864375	0.236520591	1.137499671
3.27	0.0485125	0.241969089	1.121585588
3.275	0.04835	0.246086276	1.108438216
3.28	0.04825625	0.241528905	1.11667739
3.285	0.04825	0.24345202	1.112114072
3.29	0.0484	0.244964296	1.112122625
3.295	0.04854375	0.240517461	1.12568979
3.3	0.0487875	0.238533699	1.136036808
3.305	0.049	0.24057713	1.136128933
3.31	0.04914375	0.247568229	1.123258071
3.315	0.049125	0.250173139	1.116968522
3.32	0.049075	0.246677101	1.123710917
3.325	0.049	0.249551991	1.115512061
3.33	0.04899375	0.253168346	1.107374935
3.335	0.048975	0.248840849	1.116534937
3.34	0.0489625	0.246025628	1.122618304
3.345	0.0488875	0.248690208	1.114877614
3.35	0.04884375	0.253849164	1.102503155
3.355	0.04885	0.248129708	1.115279953
3.36	0.04894375	0.240546806	1.13489623
3.365	0.049075	0.244633669	1.128394351
3.37	0.049175	0.251745085	1.114609084
3.375	0.04921875	0.247978089	1.124042249
3.38	0.0493625	0.239805341	1.146374272
3.385	0.0494625	0.24324171	1.14055373
3.39	0.049575	0.249672308	1.128330284
3.395	0.04961875	0.248720532	1.131484762
3.4	0.04971875	0.242349604	1.154650644
3.405	0.0497125	0.243741563	1.145142459
3.41	0.04969375	0.248250024	1.134268393
3.415	0.04965	0.244542698	1.141827801
3.42	0.04968125	0.242970752	1.152304009
3.425	0.04973125	0.245996283	1.146348484
3.43	0.049775	0.24914213	1.140090271
3.435	0.0498375	0.240045975	1.162948794
3.44	0.0498625	0.232753595	1.181618844
3.445	0.04981875	0.243180084	1.154995739
3.45	0.04974375	0.251185562	1.13473054
3.455	0.0496375	0.247007728	1.141842458
3.46	0.0495875	0.240426489	1.156199065
3.465	0.0495625	0.245844664	1.142810887
3.47	0.0496125	0.256574391	1.119788534
3.475	0.04965625	0.255120806	1.123964353
3.48	0.04968125	0.245223516	1.146998936
3.485	0.049675	0.248129708	1.140118655
3.49	0.049675	0.249763279	1.136384078
3.495	0.04975625	0.246145945	1.146576024
3.5	0.0499125	0.242590238	1.158575181
3.505	0.050025	0.248720532	1.146787198
3.51	0.0500875	0.253168346	1.138088962
3.515	0.05006875	0.248961166	1.147235302
3.52	0.05004375	0.239896312	1.168125804
3.525	0.049975	0.2461166	1.151685522
3.53	0.04990625	0.254469334	1.13106814
3.535	0.0497875	0.251595422	1.134803091
3.54	0.04971875	0.242560892	1.154147642
3.545	0.0497125	0.241939744	1.155482982
3.55	0.04974375	0.243511689	1.152471444
3.555	0.04961875	0.244042845	1.148323725
3.56	0.049525	0.243120415	1.148326344
3.565	0.04950625	0.246646777	1.139656223
3.57	0.04955	0.248870195	1.135556566
3.575	0.0495625	0.24190942	1.152068686
3.58	0.04961875	0.239805341	1.15842508
3.585	0.04974375	0.247328573	1.143544144
3.59	0.0499875	0.250974274	1.140770736
3.595	0.05018125	0.248990512	1.149745277
3.6	0.0502375	0.239185171	1.17439029
3.605	0.05023125	0.242468943	1.166265649
3.61	0.050225	0.252245916	1.143297967
3.615	0.05024375	0.250083146	1.14865972
3.62	0.05025	0.240396166	1.171720035
3.625	0.0501625	0.245965959	1.156360444
3.63	0.0501125	0.25648342	1.131274452
3.635	0.0500625	0.256512765	1.130081069
3.64	0.04995625	0.244512374	1.15502389
3.645	0.0497375	0.244603345	1.149752371
3.65	0.049625	0.248219701	1.138764589
3.655	0.049575	0.24806906	1.137962577
3.66	0.04954375	0.243150739	1.148689462
3.665	0.0494875	0.244102514	1.145146227
3.67	0.04946875	0.250444097	1.130126594
3.675	0.04956875	0.249461997	1.134638008
3.68	0.04975	0.24252959	1.154947589
3.685	0.04990625	0.245163846	1.152333752
3.69	0.05015625	0.252897388	1.140261456
3.695	0.0502875	0.249372004	1.151298014
3.7	0.0503125	0.24365157	1.16531369
3.705	0.05020625	0.243681894	1.162780424
3.71	0.050125	0.253578206	1.138020226
3.715	0.0500625	0.254970165	1.133494477
3.72	0.05008125	0.249961851	1.145222448
3.725	0.05003125	0.254850827	1.133052121
3.73	0.05000625	0.260569305	1.11999019
3.735	0.05005625	0.259027683	1.124441274
3.74	0.0501375	0.254820503	1.135525911
3.745	0.0502125	0.256802309	1.132827911
3.75	0.05031875	0.264566174	1.118443998
3.755	0.05035625	0.260208354	1.12861111
3.76	0.0503875	0.253246601	1.144728661
3.765	0.0503625	0.256151815	1.137653795
3.77	0.05045	0.263294532	1.124065991
3.775	0.05055625	0.259588184	1.13444632
3.78	0.0506125	0.254668884	1.152361133
3.785	0.0506125	0.254850827	1.152111584
3.79	0.05059375	0.259087352	1.142229944
3.795	0.05061875	0.259647853	1.141560217
3.8	0.05075	0.256832632	1.150775804
3.805	0.0508375	0.259497212	1.146826221
3.81	0.05091875	0.261931918	1.143308149
3.815	0.05089375	0.253488213	1.161623379
3.82	0.05085625	0.247767779	1.174090832
3.825	0.0509625	0.254639538	1.160559958
3.83	0.0511375	0.259027683	1.154638885
3.835	0.05126875	0.259087352	1.157469083
3.84	0.05136875	0.253307248	1.172883741
3.845	0.051475	0.250582999	1.181681212
3.85	0.0515875	0.255651961	1.172464479
3.855	0.05151875	0.2526861	1.177753539
3.86	0.05136875	0.251294141	1.177572333
3.865	0.0511625	0.255591314	1.162943162
3.87	0.0509625	0.260449966	1.147541364
3.875	0.0507875	0.256802309	1.151694122
3.88	0.05061875	0.250612345	1.16195675
3.885	0.0504625	0.254850827	1.148697077
3.89	0.0505	0.258496527	1.141415585
3.895	0.0506	0.256953927	1.147103655
3.9	0.05064375	0.250642668	1.162460301
3.905	0.05070625	0.257544752	1.148193061
3.91	0.0508125	0.263203561	1.138162991
3.915	0.050875	0.254850827	1.158086972
3.92	0.0508875	0.247828426	1.174668527
3.925	0.05085625	0.255971828	1.154960158
3.93	0.05084375	0.263174215	1.138926462
3.935	0.0508625	0.261841925	1.142241374
3.94	0.05085625	0.253427565	1.160906344
3.945	0.05085	0.252596107	1.16267252
3.95	0.05073125	0.26110046	1.140910355
3.955	0.05065625	0.260389318	1.140778247
3.96	0.05064375	0.255470997	1.151422818
3.965	0.050675	0.257544752	1.147485435
3.97	0.0507875	0.264476181	1.134862719
3.975	0.05090625	0.260299325	1.146445304
3.98	0.05100625	0.251915289	1.167655924
3.985	0.050975	0.253957742	1.162401823
3.99	0.05091875	0.259647853	1.148325854
3.995	0.050825	0.25884574	1.147824872
4	0.0507375	0.25401839	1.156685362
4.005	0.05055625	0.25801526	1.143752177
4.01	0.0504625	0.259647853	1.138036448
4.015	0.050425	0.25751345	1.141733392
4.02	0.0505	0.252565783	1.154576932
4.025	0.050625	0.257273794	1.146956738
4.03	0.0508125	0.263203561	1.138162991
4.035	0.05085625	0.2597085	1.146782423
4.04	0.05085625	0.251915289	1.164222062
4.045	0.05080625	0.256622322	1.152361341
4.05	0.05070625	0.263795363	1.134508336
4.055	0.050525	0.258786071	1.141181253
4.06	0.05041875	0.249961851	1.158870707
4.065	0.05036875	0.252626431	1.151437939
4.07	0.0504625	0.2597085	1.137903562
4.075	0.0504375	0.257544752	1.142107482
4.08	0.05040625	0.251233493	1.155485169
4.085	0.0504375	0.252655776	1.152942613
4.09	0.0505625	0.257634745	1.144738
4.095	0.05065	0.257665069	1.146490423
4.1	0.05063125	0.25401839	1.154425329
4.105	0.0505125	0.256894258	1.145092103
4.11	0.0505	0.260569305	1.136866654
4.115	0.0505875	0.257755062	1.144875787
4.12	0.050625	0.253337572	1.155670397
4.125	0.0506	0.256622322	1.147844555
4.13	0.050575	0.260208354	1.139344475
4.135	0.05055	0.259527536	1.140113775
4.14	0.05049375	0.258044605	1.142112772
4.145	0.05046875	0.260709185	1.135698722
4.15	0.0505875	0.263113567	1.133157691
4.155	0.05078125	0.260299325	1.143630214
4.16	0.05085625	0.253276925	1.161088373
4.165	0.05081875	0.258726401	1.147948379
4.17	0.0507875	0.264234569	1.135221932
4.175	0.05083125	0.263613421	1.137537666
4.18	0.050825	0.256061821	1.154047613
4.185	0.05081875	0.260208354	1.144674783
4.19	0.05085625	0.266519613	1.131875088
4.195	0.0508625	0.262221461	1.141254074
4.2	0.0508625	0.253186931	1.161437422
4.205	0.05090625	0.253867749	1.1608767
4.21	0.05100625	0.260829502	1.147529328
4.215	0.05115	0.267700284	1.13589968
4.22	0.05123125	0.26376504	1.146159586
4.225	0.0513	0.25668297	1.163422858
4.23	0.05138125	0.261631615	1.154192663
4.235	0.051375	0.264295217	1.148222196
4.24	0.05130625	0.260799178	1.154345777
4.245	0.05123125	0.25884574	1.156999566
4.25	0.05126875	0.264445857	1.145521117
4.255	0.051375	0.263084222	1.150861835
4.26	0.051375	0.257984936	1.162180049
4.265	0.0512375	0.262071799	1.14999656
4.27	0.05113125	0.267261078	1.136415914
4.275	0.050975	0.262902279	1.142296414
4.28	0.05084375	0.256532329	1.153414156
4.285	0.05076875	0.262101144	1.139411941
4.29	0.05081875	0.269303531	1.125179236
4.295	0.05081875	0.261600313	1.141625349
4.3	0.05078125	0.255941504	1.153325203
4.305	0.05069375	0.259407219	1.14362106
4.31	0.0505875	0.265006358	1.129103686
4.315	0.05051875	0.262041475	1.133930229
4.32	0.0505	0.254307933	1.156421729
4.325	0.05050625	0.259286902	1.145406528
4.33	0.050525	0.263795363	1.135997989
4.335	0.0504875	0.261600313	1.139907355
4.34	0.05040625	0.255109068	1.152461061
4.345	0.05034375	0.261951482	1.135899613
4.35	0.0503375	0.270725814	1.117201802
4.355	0.05034375	0.26370537	1.132115911
4.36	0.0503875	0.259346571	1.142581992
4.365	0.0504125	0.262541328	1.136172348
4.37	0.05054375	0.273300401	1.116483078
4.375	0.05070625	0.267610291	1.131917848
4.38	0.0509	0.258726401	1.155585883
4.385	0.05098125	0.260118361	1.154329501
4.39	0.05100625	0.267761909	1.138292348
4.395	0.05101875	0.267579967	1.13895833
4.4	0.0511125	0.261390003	1.154482771
4.405	0.05125	0.259998044	1.160683068
4.41	0.05138125	0.267140761	1.147993437
4.415	0.05140625	0.266868825	1.149137034
4.42	0.05140625	0.262101144	1.159541468
4.425	0.051325	0.265537513	1.150193305
4.43	0.05121875	0.267170107	1.144299907
4.435	0.0511375	0.265718478	1.145601131
4.44	0.0511	0.259407219	1.158603111
4.445	0.05110625	0.264264893	1.148045494
4.45	0.0511	0.268473051	1.138873192
4.455	0.05105625	0.267640614	1.139666345
4.46	0.05096875	0.262812286	1.148116531
4.465	0.05083125	0.261390003	1.148130151
4.47	0.0507125	0.266429619	1.134562925
4.475	0.05059375	0.263373765	1.138453859
4.48	0.05055	0.261951482	1.140553205
4.485	0.050575	0.261330334	1.142472616
4.49	0.0507125	0.264355864	1.139004305
4.495	0.050875	0.265006358	1.141250799
4.5	0.05101875	0.257864619	1.160215743
4.505	0.05115	0.262662623	1.152527558
4.51	0.05119375	0.268912257	1.140030483
4.515	0.05121875	0.26683948	1.145008609
4.52	0.05118125	0.257243471	1.165315512
4.525	0.05105	0.258665754	1.159127205
4.53	0.05085	0.269774039	1.130565424
4.535	0.0506375	0.267640614	1.1303191
4.54	0.05049375	0.256772963	1.150715064
4.545	0.0502875	0.257833317	1.143655827
4.55	0.0502125	0.269895334	1.116140779
4.555	0.0502875	0.265537513	1.126942929
4.56	0.0504	0.264084907	1.132566119
4.565	0.05045625	0.264054583	1.133895246
4.57	0.0505375	0.270424533	1.122265286
4.575	0.05061875	0.267550621	1.130090577
4.58	0.05059375	0.260497897	1.144720813
4.585	0.050575	0.264706055	1.135164427
4.59	0.05053125	0.267110437	1.129066266
4.595	0.0505125	0.261951482	1.139707097
4.6	0.0504875	0.260528221	1.142250347
4.605	0.0504125	0.267368678	1.125868814
4.61	0.05040625	0.27314976	1.113752768
4.615	0.0504	0.268201115	1.123841502
4.62	0.05036875	0.260497897	1.139630022
4.625	0.0503625	0.266038345	1.127560831
4.63	0.0504375	0.271106329	1.11863536
4.635	0.050525	0.266899149	1.12937338
4.64	0.05056875	0.258515113	1.148534563
4.645	0.05063125	0.262390688	1.14142994
4.65	0.0508375	0.273119437	1.123343821
4.655	0.05093125	0.269594053	1.132749817
4.66	0.05095625	0.259786755	1.154499571
4.665	0.050775	0.262481659	1.144472259
4.67	0.0506375	0.270214223	1.124923458
4.675	0.05054375	0.266749486	1.130109391
4.68	0.05045625	0.267460628	1.126652174
4.685	0.0503875	0.265386873	1.129504361
4.69	0.05044375	0.269684046	1.121720241
4.695	0.05059375	0.26941211	1.125623452
4.7	0.05085625	0.262692947	1.145842552
4.705	0.0509875	0.265597183	1.14250157
4.71	0.05114375	0.268972904	1.138788628
4.715	0.051275	0.265356549	1.149464553
4.72	0.05140625	0.263162477	1.157200894
4.725	0.0515	0.266929473	1.151101935
4.73	0.05160625	0.273240732	1.14007757
4.735	0.0517	0.271847794	1.145071105
4.74	0.05176875	0.261830187	1.16832223
4.745	0.051775	0.26739998	1.15623002
4.75	0.051875	0.271756823	1.149139361
4.755	0.051875	0.267520297	1.158202664
4.76	0.0518625	0.263282794	1.167204702
4.765	0.0519	0.267460628	1.158890085
4.77	0.0519375	0.271697153	1.150650197
4.775	0.05194375	0.266157684	1.162702523
4.78	0.0518625	0.262600998	1.168718937
4.785	0.05170625	0.266038345	1.157645911
4.79	0.051675	0.273891226	1.140239928
4.795	0.0516375	0.269594053	1.148457355
4.8	0.0515625	0.260497897	1.166639494
4.805	0.0514625	0.261799863	1.16147801
4.81	0.05139375	0.267430304	1.147650942
4.815	0.05134375	0.270305194	1.140421007
4.82	0.051275	0.261860511	1.157112228
4.825	0.0512125	0.261860511	1.155701803
4.83	0.0511	0.268972904	1.137814472
4.835	0.05095	0.270925364	1.130379244
4.84	0.05093125	0.261830187	1.149421448
4.845	0.0509375	0.261830187	1.149562498
4.85	0.050975	0.264675731	1.144208034
4.855	0.05096875	0.264735401	1.143938805
4.86	0.05093125	0.256821872	1.160574838
4.865	0.05085	0.261740194	1.147785058
4.87	0.05075625	0.268912257	1.130287822
4.875	0.0506875	0.263963611	1.139288359
4.88	0.05065625	0.262511005	1.141731804
4.885	0.05056875	0.265856402	1.132565886
4.89	0.05048125	0.272498288	1.116742464
4.895	0.0503875	0.268912257	1.122076151
4.9	0.0504	0.258394796	1.14496833
4.905	0.05048125	0.265976719	1.130350439
4.91	0.05065	0.27166683	1.122188882
4.915	0.05085	0.273498973	1.122840132
4.92	0.0510375	0.271896704	1.130296131
4.925	0.05116875	0.271956373	1.133078521
4.93	0.0513	0.275132544	1.129408891
4.935	0.0513125	0.269443412	1.141548083
4.94	0.0512125	0.261029052	1.157540974
4.945	0.0510125	0.266597868	1.140914478
4.95	0.0508375	0.274391079	1.120737777
4.955	0.05073125	0.273710261	1.119785509
4.96	0.0507125	0.265205908	1.137177459
4.965	0.050775	0.264464443	1.140173929
4.97	0.05095	0.270835371	1.13056703
4.975	0.05111875	0.272167661	1.131531853
4.98	0.05125625	0.267278685	1.144905088
4.985	0.05129375	0.264615084	1.151494776
4.99	0.05140625	0.272228309	1.137769011
4.995	0.0514875	0.267989827	1.148543558
5	0.051575	0.260968405	1.171533032
5.005	0.051575	0.264464443	1.16376384
5.01	0.05145	0.267489974	1.154358997
5.015	0.0513125	0.263101829	1.160835037
5.02	0.0512625	0.258364472	1.170287732
5.025	0.05134375	0.261830187	1.164359241
5.03	0.05148125	0.268852587	1.15212935
5.035	0.05155625	0.268882911	1.153742756
5.04	0.05155	0.263373765	1.165605748
5.045	0.0515375	0.265235254	1.161226641
5.05	0.051575	0.268111122	1.155822351
5.055	0.05163125	0.266628191	1.160296209
5.06	0.051625	0.260317911	1.174133033
5.065	0.0515375	0.264675731	1.162453405
5.07	0.0515125	0.270395187	1.149535574
5.075	0.0514875	0.264524112	1.161658405
5.08	0.051575	0.261149369	1.171127053
5.085	0.051575	0.265205908	1.16213587
5.09	0.051575	0.270184877	1.151378154
5.095	0.05159375	0.269443412	1.153380427
5.1	0.0515375	0.262451335	1.167369175
5.105	0.05145	0.264675731	1.1604798
5.11	0.0513625	0.268321432	1.150608928
5.115	0.05128125	0.266778832	1.152105331
5.12	0.05124375	0.26458476	1.156026416
5.125	0.0512	0.264615084	1.154973261
5.13	0.05116875	0.269623398	1.143497674
5.135	0.05110625	0.267309009	1.147034509
5.14	0.0511375	0.263812971	1.155315732
5.145	0.0512125	0.263722978	1.15720755
5.15	0.0514	0.271546513	1.144590853
5.155	0.05150625	0.269443412	1.151424361
5.16	0.05161875	0.261119045	1.172188553
5.165	0.05169375	0.262511005	1.170775291
5.17	0.05181875	0.266868825	1.163984715
5.175	0.05188125	0.261799863	1.176616653
5.18	0.05188125	0.260968405	1.178489542
5.185	0.0518	0.267339333	1.162539175
5.19	0.05165	0.273089113	1.146904877
5.195	0.05146875	0.27027487	1.148814885
5.2	0.0512875	0.265856402	1.154242962
5.205	0.05120625	0.271365548	1.140656512
5.21	0.0512125	0.279068767	1.124940694
5.215	0.05134375	0.274180769	1.137832559
5.22	0.05146875	0.266507874	1.156905445
5.225	0.05156875	0.266507874	1.159153227
5.23	0.0516375	0.275012227	1.142611191
5.235	0.0516875	0.274952558	1.143841664
5.24	0.05170625	0.266567544	1.16211384
5.245	0.05175	0.266597868	1.163030986
5.25	0.051825	0.273530275	1.14986241
5.255	0.05183125	0.272909126	1.151309054
5.26	0.05170625	0.268671623	1.157554398
5.265	0.05155625	0.270063582	1.151218012
5.27	0.05149375	0.273498973	1.14257821
5.275	0.0515375	0.275542404	1.139300775
5.28	0.0516375	0.269172454	1.154939322
5.285	0.05170625	0.27053409	1.153562978
5.29	0.05174375	0.271546513	1.152245583
5.295	0.051725	0.269443412	1.156314527
5.3	0.051775	0.263663308	1.170050283
5.305	0.05184375	0.271275555	1.155048829
5.31	0.05185	0.279930549	1.137189602
5.315	0.05175625	0.276344517	1.142474835
5.32	0.05161875	0.266387557	1.160539115
5.325	0.05145	0.265827057	1.157963992
5.33	0.05143125	0.275753693	1.136516325
5.335	0.05139375	0.2756637	1.135873021
5.34	0.0515	0.263753301	1.163637058
5.345	0.05155	0.263903942	1.164434322
5.35	0.0516375	0.268852587	1.155626161
5.355	0.0516875	0.271426196	1.151248067
5.36	0.05175	0.266597868	1.163030986
5.365	0.05181875	0.267989827	1.16154769
5.37	0.05186875	0.273620268	1.15064384
5.375	0.0518625	0.271986697	1.153955027
5.38	0.0518875	0.270715054	1.157219677
5.385	0.05190625	0.272107014	1.154673113
5.39	0.05198125	0.277085983	1.145905246
5.395	0.0520625	0.271365548	1.159730104
5.4	0.05215	0.26724934	1.170591212
5.405	0.052175	0.269973589	1.165228463
5.41	0.05216875	0.2772063	1.149789002
5.415	0.05211875	0.275694023	1.151833174
5.42	0.052125	0.262952167	1.179551638
5.425	0.0521625	0.265676416	1.174332723
5.43	0.05216875	0.278918126	1.146255226
5.435	0.0521625	0.280931233	1.14200407
5.44	0.05208125	0.266448205	1.170804186
5.445	0.0520125	0.263282794	1.176266577
5.45	0.05185625	0.270955688	1.156009061
5.455	0.05174375	0.276223222	1.142449662
5.46	0.0516875	0.27047442	1.153271858
5.465	0.0517375	0.270564414	1.154195479
5.47	0.05184375	0.279219407	1.138499579
5.475	0.05185625	0.276344517	1.144682249
5.48	0.05186875	0.27012423	1.158065912
5.485	0.05186875	0.270594737	1.157058657
5.49	0.05194375	0.277676807	1.14385971
5.495	0.0519	0.272878803	1.152900226
5.5	0.05190625	0.265265578	1.169468349
5.505	0.05186875	0.269172454	1.160111526
5.51	0.051825	0.277617138	1.141367341
5.515	0.05170625	0.27560403	1.142903405
5.52	0.05164375	0.271986697	1.149087779
5.525	0.0516875	0.273318987	1.147254825
5.53	0.05181875	0.272909126	1.151031396
5.535	0.05185625	0.274922234	1.14763938
5.54	0.0518625	0.27334931	1.15107527
5.545	0.05184375	0.273999804	1.149292436
5.55	0.05184375	0.278477942	1.140014235
5.555	0.0518	0.275542404	1.145103665
5.56	0.05185	0.271336203	1.155058968
5.565	0.05198125	0.277996674	1.144026767
5.57	0.0521375	0.281142522	1.141027737
5.575	0.05220625	0.277646483	1.149703033
5.58	0.052225	0.27186638	1.162277856
5.585	0.0522625	0.273259317	1.16014416
5.59	0.05226875	0.277646483	1.151079428
5.595	0.05223125	0.273378656	1.159197363
5.6	0.05223125	0.26914213	1.168285115
5.605	0.0522125	0.275422087	1.154474574
5.61	0.05215	0.282444488	1.138667769
5.615	0.05200625	0.276604715	1.147453294
5.62	0.05180625	0.267689524	1.161918687
5.625	0.05168125	0.268340018	1.157709386
5.63	0.05174375	0.274800939	1.145402326
5.635	0.05181875	0.276965666	1.142571093
5.64	0.05180625	0.268491637	1.160181786
5.645	0.05184375	0.266296586	1.165796844
5.65	0.05184375	0.27207669	1.153347045
5.655	0.051775	0.270774724	1.154583413
5.66	0.051675	0.266507874	1.161541496
5.665	0.05165	0.267899834	1.157959502
5.67	0.051775	0.275694023	1.144236241
5.675	0.05185	0.275633376	1.146019812
5.68	0.05185625	0.267008706	1.164521909
5.685	0.0519375	0.271125893	1.157456853
5.69	0.0519625	0.277526166	1.144583118
5.695	0.05199375	0.271986697	1.156875376
5.7	0.0520125	0.263632984	1.175485084
5.705	0.052	0.269020835	1.1633748
5.71	0.052	0.278887802	1.142609553
5.715	0.05196875	0.279569598	1.140529616
5.72	0.0519625	0.270444097	1.159472764
5.725	0.05196875	0.273788516	1.152507934
5.73	0.05199375	0.281612051	1.136932786
5.735	0.051975	0.279569598	1.140666781
5.74	0.05200625	0.268400665	1.164858069
5.745	0.0520375	0.269052137	1.164146047
5.75	0.05206875	0.277555512	1.146862864
5.755	0.05209375	0.276815025	1.148947168
5.76	0.05209375	0.27453096	1.15371682
5.765	0.0521	0.272426881	1.158302547
5.77	0.0521375	0.273999804	1.1558044
5.775	0.05214375	0.273999804	1.155942952
5.78	0.0521375	0.267780495	1.16914937
5.785	0.0520875	0.26837132	1.166741726
5.79	0.05205	0.275482735	1.150754834
5.795	0.05183125	0.278738139	1.139207279
5.8	0.0517625	0.274591607	1.146254044
5.805	0.051775	0.274771593	1.146155277
5.81	0.05186875	0.27427174	1.149276477
5.815	0.051925	0.276315172	1.14626071
5.82	0.05193125	0.266977404	1.166274528
5.825	0.05191875	0.269082461	1.161424008
5.83	0.05189375	0.274831263	1.148659359
5.835	0.05179375	0.270594737	1.155385599
5.84	0.0516875	0.267159347	1.160405043
5.845	0.05158125	0.269763279	1.152417152
5.85	0.051625	0.278418273	1.135325688
5.855	0.0516875	0.272047344	1.14993303
5.86	0.05168125	0.265737063	1.16336558
5.865	0.05164375	0.272607845	1.14777791
5.87	0.0517	0.279720239	1.134325943
5.875	0.0518	0.276784701	1.142530983
5.88	0.05181875	0.269732955	1.157788401
5.885	0.0518625	0.272958036	1.151899985
5.89	0.05189375	0.282263523	1.133435845
5.895	0.05190625	0.278056344	1.142253552
5.9	0.05195625	0.271986697	1.156040991
5.905	0.051925	0.269172454	1.16136963
5.91	0.05190625	0.272667514	1.153485718
5.915	0.0518375	0.269793603	1.158077147
5.92	0.05175625	0.264904627	1.166882958
5.925	0.05178125	0.271215886	1.153783264
5.93	0.05185625	0.272197985	1.153368063
5.935	0.05186875	0.26914213	1.160176878
5.94	0.0518875	0.267750171	1.163609169
5.945	0.05193125	0.273970459	1.151293824
5.95	0.05203125	0.277676807	1.145786558
5.955	0.052125	0.275332094	1.152728195
5.96	0.05215625	0.269702631	1.170947776
5.965	0.052175	0.275362418	1.153770396
5.97	0.05226875	0.28309596	1.139946699
5.975	0.05236875	0.279569598	1.149308196
5.98	0.052425	0.268840849	1.178866345
5.985	0.05243125	0.271715739	1.172753056
5.99	0.0523625	0.276254524	1.156045535
5.995	0.05220625	0.276254524	1.152595889
6	0.05208125	0.27186638	1.164601665
6.005	0.05205625	0.271896704	1.158457686
6.01	0.05213125	0.277026313	1.149335694
6.015	0.05216875	0.27607356	1.1521454
6.02	0.05215625	0.264904627	1.181504407
6.025	0.05218125	0.271155238	1.168366883
6.03	0.0523	0.279660569	1.147612677
6.035	0.05234375	0.28090091	1.151494902
6.04	0.05238125	0.271004597	1.173170917
6.045	0.05236875	0.269672308	1.175784665
6.05	0.0523625	0.274922234	1.164365156
6.055	0.05235625	0.273469627	1.167314131
6.06	0.0523125	0.266417881	1.181673645
6.065	0.0523	0.267098699	1.179884679
6.07	0.05230625	0.277526166	1.157644936
6.075	0.05226875	0.27186638	1.168794398
6.08	0.05225625	0.265555121	1.182318976
6.085	0.05225	0.26703903	1.178888371
6.09	0.0522375	0.274089798	1.163348163
6.095	0.05219375	0.272548176	1.165656583
6.1	0.052175	0.264223809	1.183450896
6.105	0.05215	0.266327888	1.178201984
6.11	0.05215625	0.276874694	1.155682364
6.115	0.052175	0.275362418	1.159268096
6.12	0.05216875	0.271064267	1.168282994
6.125	0.0521125	0.271715739	1.165623433
6.13	0.0520875	0.280371711	1.146938621
6.135	0.05205625	0.280220092	1.146560572
6.14	0.0520875	0.273169324	1.16196035
6.145	0.05205625	0.273259317	1.161071993
6.15	0.05205625	0.278266654	1.150577975
6.155	0.05204375	0.27601389	1.154986405
6.16	0.05200625	0.272426881	1.161727634
6.165	0.05201875	0.27047442	1.166193381
6.17	0.05204375	0.275573706	1.155908488
6.175	0.05205	0.273999804	1.159362815
6.18	0.052075	0.266977404	1.175075537
6.185	0.0520875	0.270504744	1.167669213
6.19	0.0521625	0.275542404	1.158611768
6.195	0.05225625	0.276163553	1.15938805
6.2	0.0522125	0.266387557	1.179481898
6.205	0.05216875	0.26564707	1.180134957
6.21	0.0522	0.276193877	1.158076475
6.215	0.0523	0.278738139	1.154987409
6.22	0.05246875	0.269641984	1.178096106
6.225	0.05255	0.270383449	1.178301493
6.23	0.05261875	0.277495843	1.164624832
6.235	0.0526375	0.277465519	1.165103491
6.24	0.05265	0.265585445	1.191159723
6.245	0.05266875	0.266887411	1.188673899
6.25	0.05265625	0.277585836	1.165265894
6.255	0.05255625	0.276784701	1.164734899
6.26	0.0524875	0.27186638	1.173685921
6.265	0.05235625	0.271837034	1.170814199
6.27	0.052175	0.279598944	1.150451869
6.275	0.052075	0.280810917	1.1457663
6.28	0.05205625	0.273048029	1.161521133
6.285	0.0520375	0.27515113	1.156656847
6.29	0.0520125	0.280220092	1.14559696
6.295	0.05196875	0.284958427	1.13507688
6.3	0.05194375	0.277875379	1.148899459
6.305	0.051975	0.276103883	1.153272669
6.31	0.0520375	0.284487919	1.137517977
6.315	0.05215	0.282083537	1.144825256
6.32	0.05228125	0.275772278	1.160765305
6.325	0.05229375	0.278738139	1.154849385
6.33	0.0523125	0.282353517	1.147843381
6.335	0.05224375	0.282143206	1.146762026
6.34	0.0522875	0.272517852	1.167815294
6.345	0.05231875	0.267008706	1.180506568
6.35	0.05234375	0.276725032	1.160150601
6.355	0.0522875	0.279918811	1.152273556
6.36	0.05225625	0.275182432	1.161453021
6.365	0.0522625	0.27586325	1.160157672
6.37	0.0522875	0.278086667	1.156063137
6.375	0.05235625	0.280040106	1.153538717
6.38	0.0524375	0.272156901	1.171941847
6.385	0.0525125	0.278557175	1.160056867
6.39	0.0525625	0.28638071	1.145190909
6.395	0.05246875	0.282203854	1.151577065
6.4	0.05243125	0.269582314	1.177384387
6.405	0.05241875	0.275802602	1.163754143
6.41	0.05240625	0.287893965	1.13878192
6.415	0.05239375	0.285168737	1.143937473
6.42	0.0524875	0.276453096	1.16390871
6.425	0.05251875	0.282553067	1.151961933
