Time	FlowRate	DP	係数
1.21	0.021	0.077110437	0.818252523
1.215	0.0205875	0.068044605	0.853947957
1.22	0.02036875	0.060582999	0.895392876
1.225	0.020275	0.067544752	0.844091833
1.23	0.02018125	0.07258339	0.810501977
1.235	0.0200625	0.065061137	0.851037834
1.24	0.01991875	0.056707424	0.905037888
1.245	0.0199	0.064409664	0.848403007
1.25	0.02	0.070751247	0.813556252
1.255	0.02015	0.064620953	0.857655769
1.26	0.02024375	0.057068375	0.916891301
1.265	0.02038125	0.060593759	0.895862812
1.27	0.020425	0.063499951	0.877000844
1.275	0.02031875	0.059352441	0.902406754
1.28	0.0200875	0.05653722	0.914078104
1.285	0.01975	0.062257654	0.856436887
1.29	0.01945625	0.063921549	0.832922538
1.295	0.019225	0.056899149	0.87233357
1.3	0.01903125	0.054114252	0.885483772
1.305	0.01879375	0.054825394	0.86210537
1.31	0.0184625	0.058502397	0.819863333
1.315	0.01815625	0.053023574	0.846894746
1.32	0.01795	0.048194268	0.878222468
1.325	0.01784375	0.052341778	0.83772153
1.33	0.01789375	0.056048127	0.811817854
1.335	0.0179125	0.049177345	0.867583827
1.34	0.0178	0.042777071	0.924383666
1.345	0.01753125	0.05326323	0.815899971
1.35	0.01718125	0.054246307	0.792332466
1.355	0.0167625	0.049949134	0.805587265
1.36	0.01623125	0.042155923	0.849103147
1.365	0.0155125	0.053414849	0.720922495
1.37	0.01470625	0.055849555	0.668389888
1.375	0.01398125	0.048085689	0.684819098
1.38	0.0134	0.042547197	0.697761661
1.385	0.0128875	0.046724054	0.640377709
1.39	0.01244375	0.053154651	0.579720189
1.395	0.01203125	0.048175682	0.588754987
1.4	0.0117125	0.047584858	0.576704049
1.405	0.011375	0.053064658	0.530379225
1.41	0.01099375	0.053154651	0.512168665
1.415	0.01038125	0.048116013	0.508326344
1.42	0.0096625	0.044179791	0.4937595
1.425	0.00904375	0.04495158	0.454437845
1.43	0.00856875	0.048627604	0.413975326
1.435	0.00811875	0.048476964	0.392843784
1.44	0.00769375	0.044921256	0.38673239
1.445	0.0073125	0.048357625	0.354267914
1.45	0.00704375	0.053274968	0.325117807
1.455	0.00680625	0.050671036	0.322126481
1.46	0.0065625	0.044921256	0.32986922
1.465	0.00633125	0.047675829	0.30891483
1.47	0.006175	0.054938863	0.280669712
1.475	0.00601875	0.050792331	0.284515319
1.48	0.00585625	0.044330431	0.296324153
1.485	0.00575625	0.05392644	0.264081023
1.49	0.005675	0.062641103	0.241565322
1.495	0.00560625	0.055348723	0.253873329
1.5	0.00550625	0.047706153	0.268575969
1.505	0.005275	0.049990218	0.2513497
1.51	0.00494375	0.058464247	0.217826013
1.515	0.00430625	0.060026411	0.187252003
1.52	0.00368125	0.054697251	0.167691475
1.525	0.0031875	0.056300499	0.143117419
1.53	0.00283125	0.063321921	0.11986699
1.535	0.0024125	0.060797222	0.103333358
1.54	0.0021125	0.055228407	0.094935917
1.545	0.0018625	0.060297369	0.080105473
1.55	0.001625	0.066697643	0.066452789
1.555	0.0014375	0.065065049	0.0595181
1.56	0.0012375	0.064943754	0.051285146
1.565	0.00106875	0.067698327	0.043381268
1.57	0.00095625	0.071495647	0.037769978
1.575	0.0008375	0.072466008	0.032857365
1.58	0.0007375	0.073027487	0.028822652
1.585	0.000625	0.080639734	0.023244519
1.59	0.00055	0.085708696	0.019841081
1.595	0.00049375	0.079247775	0.018515007
1.6	0.00045	0.07844664	0.016960383
1.605	0.0004	0.085559034	0.014435684
1.61	0.000325	0.09056637	0.01140014
1.615	0.0002875	0.085227428	0.010395813
1.62	0.00025	0.08173139	0.009231152
1.625	0.0002375	0.09029639	0.008343317
1.63	0.000225	0.093942091	0.007749305
1.635	0.00018125	0.090175095	0.006371549
1.64	0.0001625	0.086590042	0.005829479
1.645	0.000125	0.096275066	0.004252687
1.65	0.00015	0.10471975	0.004893136
1.655	0.0001125	0.103237797	0.003696098
1.66	0.0001125	0.097986892	0.003793839
1.665	0.0000875	0.10086276	0.002908392
1.67	0.0001	0.107655287	0.003217308
1.675	0.0000875	0.101254035	0.002902767
1.68	0.000075	0.096685904	0.002546185
1.685	0.000075	0.107853859	0.002410759
1.69	0.000075	0.1150269	0.002334382
1.695	0.0000625	0.109337768	0.001995286
1.7	0.00005625	0.103436369	0.001846274
1.705	0.00005	0.112502201	0.00157362
1.71	0.000075	0.117630832	0.0023084
1.715	0.00004375	0.115757605	0.001357418
1.72	0.00004375	0.119904138	0.00133374
1.725	0.00004375	0.126214418	0.001299972
1.73	0.0000375	0.129270273	0.001101013
1.735	0.00005	0.121416414	0.001514752
1.74	0.00005	0.117619094	0.001552564
1.745	0.00003125	0.128137533	0.000929673
1.75	0.00004375	0.132555023	0.001279671
1.755	0	0.127426391	0
1.76	0.0000125	0.124490854	0.000377277
1.765	0.0000375	0.135569794	0.001084597
1.77	0.00005	0.144725619	0.001399638
1.775	0.00003125	0.140185855	0.000888825
1.78	0.0000125	0.131091656	0.000367655
1.785	-0.0000125	0.136931429	-0.00035973
1.79	0.0000125	0.143923506	0.000350883
1.795	0.0000125	0.146407121	0.000347894
1.8	0.00003125	0.140686687	0.000887242
1.805	0.00020625	0.149691871	0.005674543
1.81	0.00119375	0.157454759	0.032023704
1.815	0.00338125	0.152916952	0.092041893
1.82	0.00634375	0.14471388	0.177511725
1.825	0.0091375	0.150934168	0.252435184
1.83	0.01155625	0.159999022	0.310080562
1.835	0.01368125	0.158395774	0.368952333
1.84	0.01579375	0.155050377	0.430492039
1.845	0.01780625	0.157655287	0.481320628
1.85	0.019675	0.167551599	0.515889549
1.855	0.0212625	0.160439206	0.569738218
1.86	0.022675	0.158366429	0.611550059
1.865	0.02403125	0.163755258	0.637374982
1.87	0.025275	0.170896997	0.656206045
1.875	0.02643125	0.164526069	0.699385494
1.88	0.0274	0.157413675	0.74121741
1.885	0.0283	0.164966253	0.747833919
1.89	0.02928125	0.170656363	0.760754706
1.895	0.03019375	0.172017999	0.781351387
1.9	0.03096875	0.164935929	0.824795162
1.905	0.031575	0.170836349	0.826291494
1.91	0.03211875	0.17272914	0.835903018
1.915	0.03263125	0.168522938	0.859773911
1.92	0.033175	0.164815612	0.883876977
1.925	0.03374375	0.173139	0.877154218
1.93	0.034325	0.181052529	0.872545961
1.935	0.03479375	0.173260295	0.904131868
1.94	0.03520625	0.166949036	0.93198275
1.945	0.035575	0.177377482	0.913641314
1.95	0.03593125	0.181052529	0.913377045
1.955	0.0363	0.176574391	0.934378486
1.96	0.03668125	0.170234765	0.961612419
1.965	0.037075	0.175833904	0.9563347
1.97	0.0374	0.183005967	0.945625208
1.975	0.03764375	0.181222733	0.956459547
1.98	0.037775	0.178407512	0.967337375
1.985	0.03781875	0.181252079	0.960828189
1.99	0.03789375	0.181463367	0.962173003
1.995	0.0378875	0.177726695	0.979221594
2	0.037875	0.173610486	0.990435115
2.005	0.037875	0.177847012	0.978567347
2.01	0.0378875	0.181252079	0.969651818
2.015	0.0378875	0.181843881	0.968072688
2.02	0.0378625	0.179058985	0.974928109
2.025	0.03786875	0.18329551	0.963754505
2.03	0.0380375	0.188895628	0.953591514
2.035	0.03835	0.186581238	0.967370295
2.04	0.03868125	0.181072092	0.990458092
2.045	0.0389125	0.185279272	0.985001927
2.05	0.0391125	0.192270371	0.971898158
2.055	0.03920625	0.188804656	0.983128575
2.06	0.03931875	0.183145848	1.00106558
2.065	0.03955	0.192029737	0.983385067
2.07	0.039825	0.201867358	0.965793103
2.075	0.04003125	0.195025922	0.987675649
2.08	0.04008125	0.182494375	1.022298868
2.085	0.0401375	0.189276142	1.005226075
2.09	0.0402375	0.200413773	0.979328904
2.095	0.04041875	0.198160031	0.989318686
2.1	0.04050625	0.187792233	1.018461439
2.105	0.0405375	0.193150739	1.012020997
2.11	0.04055625	0.200794287	0.99303113
2.115	0.04060625	0.201384134	0.992798258
2.12	0.0406625	0.193832534	1.013354703
2.125	0.04074375	0.195845642	1.010147493
2.13	0.04085	0.207014575	0.985081918
2.135	0.0409875	0.206182138	0.990390939
2.14	0.04108125	0.200203463	1.007369054
2.145	0.04108125	0.202277218	1.002191954
2.15	0.0410125	0.207967329	0.986732505
2.155	0.0408875	0.208877042	0.981580565
2.16	0.0408875	0.205411327	0.989826578
2.165	0.04100625	0.205561968	0.992337537
2.17	0.0413	0.207936027	0.993724345
2.175	0.041475	0.201414458	1.013962334
2.18	0.0415	0.195785973	1.029053747
2.185	0.0414125	0.20073364	1.014149819
2.19	0.04131875	0.20775604	0.994606042
2.195	0.04126875	0.206954906	0.995323367
2.2	0.0413875	0.199932505	1.0155662
2.205	0.041675	0.202035606	1.017284435
2.21	0.04205	0.207194561	1.020320228
2.215	0.04233125	0.201444781	1.041700217
2.22	0.042575	0.196646777	1.060402914
2.225	0.04284375	0.203457889	1.049083077
2.23	0.0431625	0.211812579	1.035834541
2.235	0.0433	0.21104079	1.040768781
2.24	0.04325625	0.204669862	1.055775259
2.245	0.04309375	0.207484104	1.044651507
2.25	0.04304375	0.211191431	1.034240442
2.255	0.04308125	0.21104079	1.035510855
2.26	0.04319375	0.206092145	1.0506057
2.265	0.04338125	0.20795559	1.050428084
2.27	0.04368125	0.213144869	1.044737488
2.275	0.043875	0.207484104	1.063590076
2.28	0.0440125	0.200992859	1.084014986
2.285	0.0441	0.206412012	1.071817067
2.29	0.0442	0.215006358	1.052558348
2.295	0.0442	0.214416512	1.054005115
2.3	0.0440875	0.212161792	1.056894037
2.305	0.043975	0.219804363	1.035707823
2.31	0.044025	0.2227399	1.030030101
2.315	0.04406875	0.220606476	1.036027221
2.32	0.0441	0.211601291	1.058592945
2.325	0.04421875	0.211540644	1.061595608
2.33	0.0443875	0.215067006	1.056874339
2.335	0.04456875	0.21145065	1.077060025
2.34	0.04465625	0.202476768	1.102830115
2.345	0.0447375	0.20934755	1.086555056
2.35	0.0448125	0.215747824	1.072111434
2.355	0.0448125	0.214887019	1.074256644
2.36	0.0447125	0.207984936	1.089499359
2.365	0.0446	0.210800157	1.079476919
2.37	0.04458125	0.216428641	1.064900035
2.375	0.0446375	0.21411523	1.07198831
2.38	0.04474375	0.212692947	1.0781267
2.385	0.04490625	0.213524406	1.079933455
2.39	0.0451125	0.216490267	1.077436474
2.395	0.04524375	0.214265871	1.08616564
2.4	0.0453	0.208606084	1.102170246
2.405	0.0453625	0.214856696	1.087518119
2.41	0.0454375	0.219865988	1.076835509
2.415	0.04561875	0.214085885	1.095628524
2.42	0.0458125	0.213374743	1.102113831
2.425	0.046	0.216188986	1.099398186
2.43	0.0462125	0.22314976	1.087114323
2.435	0.0464125	0.220215201	1.099069818
2.44	0.04650625	0.212511983	1.121072183
2.445	0.04643125	0.215326225	1.111925983
2.45	0.04635625	0.217670938	1.104134648
2.455	0.04629375	0.209787734	1.130052459
2.46	0.0463	0.206352343	1.139574119
2.465	0.0463	0.214585738	1.117498251
2.47	0.04623125	0.226586129	1.085888576
2.475	0.04614375	0.22427174	1.089411355
2.48	0.0460375	0.211800841	1.118443835
2.485	0.0459	0.216008021	1.104190572
2.49	0.04578125	0.221166976	1.088413185
2.495	0.04568125	0.222167661	1.08358715
2.5	0.0457	0.216037367	1.099304614
2.505	0.04571875	0.21739998	1.096303715
2.51	0.0457875	0.219684046	1.092229648
2.515	0.04590625	0.22006456	1.0941152
2.52	0.046075	0.217279664	1.105152199
2.525	0.04620625	0.221366526	1.098021987
2.53	0.04639375	0.229130392	1.083638476
2.535	0.04655	0.22894845	1.087720016
2.54	0.04675625	0.224060452	1.104392266
2.545	0.04695	0.228798787	1.097425446
2.55	0.0471875	0.236031498	1.085946116
2.555	0.04731875	0.231082852	1.100564987
2.56	0.0473625	0.222578499	1.122430092
2.565	0.04735	0.228858456	1.106630892
2.57	0.0472875	0.237393133	1.085121995
2.575	0.0471875	0.233746454	1.091241168
2.58	0.047075	0.226134207	1.106811048
2.585	0.04698125	0.228919104	1.097867268
2.59	0.04694375	0.235911181	1.080612049
2.595	0.0469875	0.230160423	1.095048372
2.6	0.04709375	0.223469627	1.113833588
2.605	0.04710625	0.223590922	1.113826989
2.61	0.04703125	0.227767779	1.101809891
2.615	0.04684375	0.226074538	1.101519316
2.62	0.04666875	0.221746063	1.114567203
2.625	0.046475	0.22453096	1.103035099
2.63	0.046325	0.23638071	1.071562387
2.635	0.0462625	0.236411034	1.070048042
2.64	0.04619375	0.227967329	1.08806531
2.645	0.0461875	0.23001076	1.083074744
2.65	0.04619375	0.238545437	1.063667066
2.655	0.04624375	0.240467573	1.060554117
2.66	0.04629375	0.229509929	1.08675006
2.665	0.04635	0.228708794	1.089974547
2.67	0.04649375	0.233004989	1.083228346
2.675	0.046625	0.229949134	1.093480405
2.68	0.04680625	0.22165607	1.118077952
2.685	0.0469875	0.229479605	1.103108781
2.69	0.047125	0.232264502	1.099684221
2.695	0.04720625	0.234126969	1.097189975
2.7	0.04725625	0.233324856	1.100238409
2.705	0.047375	0.235428935	1.098063243
2.71	0.0475625	0.24458476	1.081578455
2.715	0.04778125	0.243162477	1.089725911
2.72	0.0479375	0.233324856	1.116099537
2.725	0.0480625	0.233415827	1.118791753
2.73	0.04816875	0.237061528	1.112609814
2.735	0.04821875	0.232674362	1.124215922
2.74	0.0481875	0.228377189	1.13400791
2.745	0.04813125	0.233324856	1.1206105
2.75	0.04819375	0.237623007	1.111871316
2.755	0.0483	0.233385503	1.124393282
2.76	0.04838125	0.229949134	1.134669144
2.765	0.0484125	0.232644038	1.128806746
2.77	0.04844375	0.234307933	1.125517644
2.775	0.0484375	0.233566468	1.127157287
2.78	0.04840625	0.225031791	1.147592102
2.785	0.04846875	0.228497506	1.140326291
2.79	0.04854375	0.234307933	1.127840993
2.795	0.04856875	0.233096938	1.131349245
2.8	0.0485625	0.228798787	1.141779462
2.805	0.04858125	0.225652939	1.150154643
2.81	0.048625	0.232144185	1.13498144
2.815	0.0485875	0.22929864	1.141121436
2.82	0.0483875	0.223139	1.15857422
2.825	0.0480375	0.226574391	1.141440833
2.83	0.04765	0.232384819	1.117988784
2.835	0.04735625	0.22867847	1.120064631
2.84	0.047225	0.226393427	1.122583044
2.845	0.04713125	0.229829796	1.111947315
2.85	0.04698125	0.235139392	1.095822694
2.855	0.04681875	0.227936027	1.109153734
2.86	0.046675	0.21893182	1.128257685
2.865	0.04654375	0.223850142	1.112656481
2.87	0.0465125	0.229449281	1.098258948
2.875	0.04648125	0.226845349	1.103802256
2.88	0.04648125	0.220294434	1.120093958
2.885	0.04651875	0.22586325	1.107091887
2.89	0.0465625	0.230871564	1.096047776
2.895	0.046625	0.224591607	1.112757426
2.9	0.04665	0.218280348	1.129334894
2.905	0.04669375	0.220975252	1.123480019
2.91	0.0467375	0.228768463	1.105212577
2.915	0.046775	0.228526851	1.106683911
2.92	0.04685	0.226454074	1.1135198
2.925	0.04690625	0.232494375	1.100279209
2.93	0.04693125	0.238303825	1.087364207
2.935	0.04695625	0.228617823	1.110751177
2.94	0.0471375	0.219492321	1.137981751
2.945	0.04734375	0.228287196	1.12072819
2.95	0.04749375	0.241589553	1.09288837
2.955	0.04761875	0.239576445	1.100358874
2.96	0.04774375	0.23048029	1.124807102
2.965	0.04785	0.237442042	1.110661072
2.97	0.04784375	0.242421011	1.099052658
2.975	0.04774375	0.238803678	1.105030944
2.98	0.04770625	0.232994229	1.117843783
2.985	0.047775	0.239395481	1.104386628
2.99	0.04795	0.244493789	1.096814326
2.995	0.0480625	0.240166292	1.109248241
3	0.048125	0.23042062	1.13393586
3.005	0.0480625	0.233675046	1.124549576
3.01	0.04816875	0.241619877	1.108351376
3.015	0.0483	0.242270371	1.109878393
3.02	0.04844375	0.238834002	1.121161289
3.025	0.04856875	0.242861195	1.114695582
3.03	0.0486625	0.244344126	1.113452983
3.035	0.04878125	0.242240047	1.121007121
3.04	0.04894375	0.237291402	1.136408983
3.045	0.0490625	0.240727771	1.131006224
3.05	0.04920625	0.247899834	1.117790898
3.055	0.04925	0.241498582	1.133515232
3.06	0.0492625	0.232494375	1.15554973
3.065	0.0492375	0.237352049	1.143083402
3.07	0.04916875	0.24170987	1.131150503
3.075	0.04904375	0.239395481	1.139946332
3.08	0.0490125	0.233946004	1.152411939
3.085	0.0489875	0.233205517	1.153651343
3.09	0.04910625	0.237563338	1.145791961
3.095	0.049175	0.233324856	1.157770755
3.1	0.04924375	0.229028661	1.170212979
3.105	0.0492875	0.233886335	1.159025725
3.11	0.04938125	0.237381395	1.152649987
3.115	0.0494375	0.234507483	1.161012398
3.12	0.04941875	0.229649809	1.172782349
3.125	0.0494625	0.233766018	1.163440247
3.13	0.049525	0.237973198	1.15456708
3.135	0.04958125	0.238713685	1.154084273
3.14	0.04956875	0.234597476	1.163871433
3.145	0.04948125	0.23750269	1.154689204
3.15	0.04943125	0.239104959	1.149650971
3.155	0.04933125	0.233856011	1.160129742
3.16	0.0492375	0.229769148	1.168177525
3.165	0.04911875	0.234717793	1.153009827
3.17	0.04905	0.23904529	1.14092639
3.175	0.0489125	0.235368287	1.14658062
3.18	0.04864375	0.230540937	1.152157179
3.185	0.04834375	0.234126969	1.136248502
3.19	0.04808125	0.238334148	1.120060091
3.195	0.04795	0.233946004	1.127429788
3.2	0.04791875	0.229799472	1.13681469
3.205	0.04789375	0.235188301	1.123129139
3.21	0.0478875	0.241589553	1.108005202
